Título,Autor,Serie,Valoración,Votos
THE ​CROWN OF GILDED BONES,Jennifer L. Armentrout,Blood and Ash #3,4.18,304206
ANXIOUS PEOPLE,Fredrik Backman,,4.18,637735
BROKEN,Kelley Armstrong,Women of the Otherworld #6,4.18,31596
THE SILENT PATIENT,Alex Michaelides,,4.18,2194999
PURPLE HIBISCUS,Chimamanda Ngozi Adichie,,4.18,120555
NECRONOMICON: THE BEST WEIRD TALES,H.P. Lovecraft,,4.18,17754
AIRBORN,Kenneth Oppel,Matt Cruse #1,4.18,25550
THE TIME IN BETWEEN,María Dueñas,,4.18,44293
THE FUTUROLOGICAL CONGRESS: FROM THE MEMOIRS OF IJON TICHY,Stanisław Lem,,4.18,13037
THE ASK AND THE ANSWER,Patrick Ness,Chaos Walking #2,4.18,96482
THE WHISPERER,Donato Carrisi,Mila Vasquez #1,4.18,25105
LONE WOLF,Kathryn Lasky,Wolves of the Beyond #1,4.18,11446
ODIN,David Archer,Alex Mason #1,4.18,11879
KING RAT,James Clavell,Asian Saga #4,4.18,40349
ANXIOUS PEOPLE,Fredrik Backman,,4.18,637735
KISS AN ANGEL,Susan Elizabeth Phillips,,4.18,64678
A ROSE IN WINTER,Kathleen E. Woodiwiss,,4.18,12153
THE QUEEN OF ATTOLIA,Megan Whalen Turner,The Queen's Thief #2,4.18,46480
DARK FORCE RISING,Timothy Zahn,Star Wars: The Thrawn Trilogy #2,4.18,66334
FINALLY,Wendy Mass,Willow Falls #2,4.18,19238
THE BEAUTY OF DARKNESS,Mary E. Pearson,The Remnant Chronicles #3,4.18,59422
THE IRON KNIGHT,Julie Kagawa,The Iron Fey #4,4.18,85401
THE UNIVERSE IN A NUTSHELL,Stephen Hawking,,4.18,42705
THE TIN ROOF BLOWDOWN,James Lee Burke,Dave Robicheaux #16,4.18,14456
WHITE HOT KISS,Jennifer L. Armentrout,The Dark Elements #1,4.18,81824
DEAD END GIRL,L.T. Vargus,Violet Darger #1,4.18,22847
CAPTAIN BLOOD,Rafael Sabatini,,4.18,16620
NEW YORK,Edward Rutherfurd,,4.18,40512
DEFIANCE,Lili St. Crow,Strange Angels #4,4.18,20101
SARAH'S KEY,Tatiana de Rosnay,,4.18,475421
A NIGHT IN THE LONESOME OCTOBER,Roger Zelazny,,4.18,12254
THE LAKE OF SOULS,Darren Shan,Cirque du Freak #10,4.18,24465
BROKEN,Karin Slaughter,Will Trent #4,4.18,65446
THE LAST UNICORN,Peter S. Beagle,The Last Unicorn #1,4.18,120029
NINE STORIES,J.D. Salinger,,4.18,147626
NIGHT OWL,Andrew Mayne,Trasker #1,4.18,10438
THE RECKONING,Kelley Armstrong,Darkest Powers #3,4.18,116555
THE FORSYTE SAGA,John Galsworthy,The Forsyte Chronicles #1-3,4.18,20005
DEAD POETS SOCIETY,N.H. Kleinbaum,,4.18,112427
UNSEEN,Karin Slaughter,Will Trent #7,4.18,47625
"THE LONG WAY TO A SMALL, ANGRY PLANET",Becky  Chambers,Wayfarers #1,4.18,148697
THE SOULFORGE,Margaret Weis,Dragonlance: Raistlin Chronicles #1,4.18,11232
THE HEART OF BETRAYAL,Mary E. Pearson,The Remnant Chronicles #2,4.18,80583
NICE GIRLS DON'T LIVE FOREVER,Molly Harper,Jane Jameson #3,4.18,14606
THE SCAR,China Miéville,New Crobuzon #2,4.18,32571
SHIBUMI,Trevanian,,4.18,17859
ONCE AND ALWAYS,Judith McNaught,Sequels #1,4.18,27424
THE GIFT OF FEAR: SURVIVAL SIGNALS THAT PROTECT US FROM VIOLENCE,Gavin de Becker,,4.18,43742
CARRY ON,Rainbow Rowell,Simon Snow #1,4.18,312698
SAPHIRBLAU,Kerstin Gier,Edelstein-Trilogie #2,4.18,111192
LORD OF CHAOS,Robert Jordan,The Wheel of Time #6,4.18,175903
THE SILENT PATIENT,Alex Michaelides,,4.18,2194966
ENTWINED WITH YOU,Sylvia Day,Crossfire #3,4.18,209949
ASSASSIN'S APPRENTICE,Robin Hobb,Farseer Trilogy #1,4.18,327894
CARPE JUGULUM,Terry Pratchett,Discworld #23; Witches #6,4.18,63093
RISE OF THE EVENING STAR,Brandon Mull,Fablehaven #2,4.18,127579
BLACK: THE BIRTH OF EVIL,Ted Dekker,The Circle #1,4.18,34831
SCORPIA,Anthony Horowitz,Alex Rider #5,4.18,58949
BEACH MUSIC,Pat Conroy,,4.18,50821
RULES OF ATTRACTION,Simone Elkeles,Perfect Chemistry #2,4.18,88002
DARK VISIONS,L.J. Smith,Dark Visions #1-3,4.18,38207
THRONE OF GLASS,Sarah J. Maas,Throne of Glass #1,4.18,1507074
REFUGE: AN UNNATURAL HISTORY OF FAMILY AND PLACE,Terry Tempest Williams,,4.18,10224
KING OF THORNS,Mark  Lawrence,The Broken Empire #2,4.18,66301
"THINKING, FAST AND SLOW",Daniel Kahneman,,4.18,500362
ON THE SHORTNESS OF LIFE: LIFE IS LONG IF YOU KNOW HOW TO USE IT,Seneca,,4.18,36063
NOTES FROM UNDERGROUND,Fyodor Dostoevsky,,4.18,162195
THE MYTH OF SISYPHUS,Albert Camus,,4.18,60740
FIVE FEET APART,Rachael Lippincott,,4.18,225730
THE NEVERENDING STORY,Michael Ende,,4.18,201847
BLACK WATER,D.J. MacHale,Pendragon #5,4.18,24250
FINALE,Stephanie Garber,Caraval #3,4.18,209966
"THE PENDERWICKS: A SUMMER TALE OF FOUR SISTERS, TWO RABBITS, AND A VERY INTERESTING BOY",Jeanne Birdsall,The Penderwicks #1,4.18,59304
THE GUNS OF AUGUST,Barbara W. Tuchman,,4.18,76640
THRONE OF GLASS,Sarah J. Maas,Throne of Glass #1,4.18,1507098
THE OMNIVORE'S DILEMMA: A NATURAL HISTORY OF FOUR MEALS,Michael Pollan,,4.18,204340
ORTHODOXY,G.K. Chesterton,,4.18,38220
BRAWN,Laurann Dohner,New Species #5,4.18,19324
THE INVISIBLE BRIDGE,Julie Orringer,,4.18,52834
WATCHERS,Dean Koontz,,4.18,164554
SKULDUGGERY PLEASANT,Derek Landy,Skulduggery Pleasant #1,4.18,66871
THE WARLOCK,Michael Scott,The Secrets of the Immortal Nicholas Flamel #5,4.18,59083
PALADIN OF SOULS,Lois McMaster Bujold,World of the Five Gods #2,4.18,25225
THE WOMAN WHO RIDES LIKE A MAN,Tamora Pierce,Song of the Lioness #3,4.18,80143
ETERNAL RIDER,Larissa Ione,Lords of Deliverance #1; Demonica #6,4.18,24279
THE AMAZING ADVENTURES OF KAVALIER & CLAY,Michael Chabon,,4.18,202890
SOSTIENE PEREIRA,Antonio Tabucchi,,4.18,29572
DEEP WORK: RULES FOR FOCUSED SUCCESS IN A DISTRACTED WORLD,Cal Newport,,4.18,155645
ENSNARED,A.G. Howard,Splintered #3,4.18,20589
ICE COLD,Tess Gerritsen,Rizzoli & Isles #8,4.18,48017
ELANTRIS,Brandon Sanderson,Elantris #1,4.18,272339
L.A. CONFIDENTIAL,James Ellroy,L.A. Quartet #3,4.18,34587
SNUFF,Terry Pratchett,Discworld #39; City Watch #8,4.18,58490
THE BHAGAVAD GITA,Krishna-Dwaipayana Vyasa,,4.18,72273
THE SEVEN SISTERS,Lucinda Riley,The Seven Sisters #1,4.18,131524
THE WITCHES,Roald Dahl,,4.18,396765
THE LAST TEMPTATION OF CHRIST,Nikos Kazantzakis,,4.18,14489
A RIVER RUNS THROUGH IT AND OTHER STORIES,Norman Maclean,,4.18,27380
THE SILENT PATIENT,Alex Michaelides,,4.18,2194999
JINGO,Terry Pratchett,Discworld #21; City Watch #4,4.18,66666
RISE OF THE HUNTRESS,Joseph  Delaney,The Last Apprentice / Wardstone Chronicles #7,4.18,14408
CALAMITY,Brandon Sanderson,Reckoners #3,4.18,81887
LIVE TO TELL,Lisa Gardner,Detective D.D. Warren #4,4.18,42103
LA TREGUA,Mario Benedetti,,4.18,33687
BODY DOUBLE,Tess Gerritsen,Rizzoli & Isles #4,4.18,57634
"ONE FISH, TWO FISH, RED FISH, BLUE FISH",Dr. Seuss,,4.18,204215
WITH THE FIRE ON HIGH,Elizabeth Acevedo,,4.18,84893
HIGH FIVE,Janet Evanovich,Stephanie Plum #5,4.18,129615
THINK AND GROW RICH,Napoleon Hill,,4.18,330936
HAPPY EVER AFTER,Nora Roberts,Bride Quartet #4,4.18,60211
LA VÉRITÉ SUR L'AFFAIRE HARRY QUEBERT,Joël Dicker,Marcus Goldman #1,4.18,172121
A MERCIFUL DEATH,Kendra Elliot,Mercy Kilpatrick #1,4.18,51377
THE LOST CITY OF FAAR,D.J. MacHale,Pendragon #2,4.18,31407
THE AERONAUT'S WINDLASS,Jim Butcher,The Cinder Spires #1,4.18,44490
HUNGER: A MEMOIR OF,Roxane Gay,My Body,4.18,112273
CLOUDY WITH A CHANCE OF MEATBALLS,Judi Barrett,Cloudy with a Chance of Meatballs #1,4.18,139963
THE ELEMENTS OF STYLE,William Strunk Jr.,,4.18,83892
THRONE OF GLASS,Sarah J. Maas,Throne of Glass #1,4.18,1507074
NIMONA,N.D. Stevenson,,4.18,164156
NOVECENTO. UN MONOLOGO,Alessandro Baricco,,4.18,39930
DREAMLESS,Josephine Angelini,Starcrossed #2,4.17,44280
"MANY LIVES, MANY MASTERS: THE TRUE STORY OF A PROMINENT PSYCHIATRIST, HIS YOUNG PATIENT, AND THE PAST LIFE THERAPY THAT CHANGED BOTH THEIR LIVES",Brian L. Weiss,,4.17,66227
I WISH YOU ALL THE BEST,Mason Deaver,I Wish You All the Best #1,4.17,48470
HELLO BEAUTIFUL,Ann Napolitano,,4.17,308144
THE INHERITANCE GAMES,Jennifer Lynn Barnes,The Inheritance Games #1,4.17,717604
THE DOOMSDAY KEY,James Rollins,Sigma Force #6,4.17,30175
SABRIEL,Garth Nix,Abhorsen  #1,4.17,208392
STREET MAGIC,Tamora Pierce,The Circle Opens #2,4.17,24347
THE PAUL STREET BOYS,Ferenc Molnár,,4.17,21164
SPACE TRILOGY: OUT OF THE SILENT PLANET / PERELANDRA / THAT HIDEOUS STRENGTH,C.S. Lewis,,4.17,11000
THE JUDAS STRAIN,James Rollins,Sigma Force #4,4.17,32870
THE SECRET HISTORY,Donna Tartt,,4.17,748267
THE KREMLIN'S CANDIDATE,Jason  Matthews,Red Sparrow Trilogy #3,4.17,16724
THE LAST ORACLE,James Rollins,Sigma Force #5,4.17,33737
ANNE'S HOUSE OF DREAMS,L.M. Montgomery,Anne of Green Gables #5,4.17,107884
"HYPERBOLE AND A HALF: UNFORTUNATE SITUATIONS, FLAWED COPING MECHANISMS, MAYHEM, AND OTHER THINGS THAT HAPPENED",Allie Brosh,,4.17,207162
THE FOREVER SONG,Julie Kagawa,Blood of Eden #3,4.17,20837
HAVING OUR SAY: THE DELANY SISTERS' FIRST 100 YEARS,Sarah L. Delany,,4.17,14055
BY THE SHORES OF SILVER LAKE,Laura Ingalls Wilder,Little House #5,4.17,78062
SWALLOWING DARKNESS,Laurell K. Hamilton,Merry Gentry #7,4.17,30083
21 LESSONS FOR THE 21ST CENTURY,Yuval Noah Harari,,4.17,157914
BEHEMOTH,Scott Westerfeld,Leviathan #2,4.17,40024
THE INHERITANCE GAMES,Jennifer Lynn Barnes,The Inheritance Games #1,4.17,717604
IF WE WERE VILLAINS,M.L. Rio,,4.17,276376
ACE OF SPADES,Faridah Àbíké-Íyímídé,,4.17,83972
THE SECRET HISTORY,Donna Tartt,,4.17,748267
LA CIUDAD Y LOS PERROS,Mario Vargas Llosa,,4.17,23146
"KIM JI-YOUNG, NACIDA EN 1982",Cho Nam-Joo,,4.17,144415
FIREFLY LANE,Kristin Hannah,Firefly Lane #1,4.17,393419
SLAWTER,Darren Shan,The Demonata #3,4.17,14942
THE IMPORTANCE OF BEING EARNEST,Oscar Wilde,,4.17,371376
"LIFE, THE UNIVERSE AND EVERYTHING",Douglas Adams,The Hitchhiker's Guide to the Galaxy #3,4.17,233778
ON THE GENEALOGY OF MORALS / ECCE HOMO,Friedrich Nietzsche,,4.17,15394
THE ENEMY,Lee Child,Jack Reacher #8,4.17,133926
THE CURSE OF CHALION,Lois McMaster Bujold,World of the Five Gods #1,4.17,39305
THE POPPY WAR,R.F. Kuang,The Poppy War #1,4.17,264300
THE INNOCENT,David Baldacci,Will Robie #1,4.17,106303
SUCCUBUS SHADOWS,Richelle Mead,Georgina Kincaid #5,4.17,24417
BLINDNESS,José Saramago,,4.17,290836
THE GREAT BRAIN,John D. Fitzgerald,Great Brain #1,4.17,17315
THE SAVAGE DETECTIVES,Roberto Bolaño,,4.17,44244
PETER AND THE SHADOW THIEVES,Dave Barry,Peter and the Starcatchers #2,4.17,35730
THE SOLITAIRE MYSTERY,Jostein Gaarder,,4.17,24125
IF WE WERE VILLAINS,M.L. Rio,,4.17,276376
ALL THE PRESIDENT’S MEN,Carl Bernstein,,4.17,54776
DANCE OF THE GODS,Nora Roberts,Circle Trilogy #2,4.17,31558
ECONOMICS IN ONE LESSON: THE SHORTEST & SUREST WAY TO UNDERSTAND BASIC ECONOMICS,Henry Hazlitt,,4.17,19780
SINS OF THE NIGHT,Sherrilyn Kenyon,Dark-Hunter #7,4.17,37318
DE BRIEF VOOR DE KONING,Tonke Dragt,De brief voor de koning #1,4.17,12431
CASTLE OF WIZARDRY,David Eddings,The Belgariad #4,4.17,76427
SLADE,Laurann Dohner,New Species #2,4.17,23042
THE CROWN OF EMBERS,Rae Carson,Fire and Thorns #2,4.17,47088
TUESDAYS WITH MORRIE,Mitch Albom,,4.17,1030817
FANTASTIC BEASTS AND WHERE TO FIND THEM: THE ORIGINAL SCREENPLAY,J.K. Rowling,Fantastic Beasts: The Original Screenplay #1,4.17,158597
DIE THERAPIE,Sebastian Fitzek,,4.17,31211
FOUNDATION'S EDGE,Isaac Asimov,Foundation #4,4.17,89847
DARK SECRETS 1,Elizabeth Chandler,Dark Secrets #1-2,4.17,12597
UNDER HEAVEN,Guy Gavriel Kay,Under Heaven #1,4.17,15541
DOG DAYS,Jeff Kinney,Diary of a Wimpy Kid #4,4.17,150056
THE DEVOTION OF SUSPECT X,Keigo Higashino,Detective Galileo #1,4.17,61616
SOPHIE’S CHOICE,William Styron,,4.17,91148
THE SECOND SEX,Simone de Beauvoir,,4.17,41764
CEASELESS,Abbi Glines,Existence #3,4.17,33109
IN HIS STEPS,Charles M. Sheldon,,4.17,26514
AN AMERICAN BEAUTY,Shana Abe,,4.17,13113
CIRCUS OF THE DAMNED,Laurell K. Hamilton,Anita Blake Vampire Hunter #3,4.17,94702
HARD EIGHT,Janet Evanovich,Stephanie Plum #8,4.17,125513
USE OF WEAPONS,Iain M. Banks,Culture #3,4.17,47926
ALMOND,Sohn Won-Pyung,,4.17,112631
"SAGA, VOLUME 1",Brian K. Vaughan,,4.17,333306
PLAGUE,Michael  Grant,Gone #4,4.17,56725
IMAJICA,Clive Barker,,4.17,23238
TINY BEAUTIFUL THINGS: ADVICE ON LOVE AND LIFE FROM DEAR SUGAR,Cheryl Strayed,,4.17,124067
FOUR TO SCORE,Janet Evanovich,Stephanie Plum #4,4.17,143633
THE RISE OF NINE,Pittacus Lore,Lorien Legacies #3,4.17,107864
BUTCHER'S CROSSING,John  Williams,,4.17,23776
DIO DI ILLUSIONI,Donna Tartt,,4.17,748281
LOS OJOS DEL PERRO SIBERIANO,Antonio Santa Ana,,4.17,12179
RUBÁIYÁT OF OMAR KHAYYÁM,Omar Khayyám,,4.17,22743
THE LAST HERO,Terry Pratchett,Discworld #27; Rincewind #7,4.17,36873
DESTINED,Aprilynne Pike,Wings #4,4.17,24288
ROCK CHICK,Kristen Ashley,Rock Chick #1,4.17,57882
CHASE THE DARK,Annette Marie,Steel & Stone #1,4.17,13587
HAWKSONG,Amelia Atwater-Rhodes,The Kiesha'ra #1,4.17,22534
TIME OF THE TWINS,Margaret Weis,Dragonlance: Legends #1,4.17,36427
THE FALL OF THE HOUSE OF USHER AND OTHER TALES,Edgar Allan Poe,,4.17,73700
"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,,4.17,863314
IF WE WERE VILLAINS,M.L. Rio,,4.17,276378
"KIM JIYOUNG, BORN 1982",Cho Nam-Joo,,4.17,144414
THE RISE OF ENDYMION,Dan Simmons,Hyperion Cantos #4,4.17,57150
UNWIND,Neal Shusterman,Unwind #1,4.17,229835
HEIR TO THE EMPIRE,Timothy Zahn,Star Wars: The Thrawn Trilogy #1,4.17,92369
THE MAGIC OF YOU,Johanna Lindsey,Malory-Anderson Family #4,4.17,15320
ANATHEM,Neal Stephenson,,4.17,71574
WONDERSTRUCK,Brian Selznick,,4.17,57930
SUZANNE'S DIARY FOR NICHOLAS,James Patterson,,4.17,150498
SLAMMED,Colleen Hoover,Slammed #1,4.17,367577
THINGS WE NEVER GOT OVER,Lucy Score,Knockemout #1,4.17,773181
THE GRAND SOPHY,Georgette Heyer,,4.17,33269
THE STONEKEEPER,Kazu Kibuishi,Amulet #1,4.17,100730
THE ALEXANDRIA QUARTET,Lawrence Durrell,The Alexandria Quartet #1-4,4.17,11923
MALICE,John Gwynne,The Faithful and the Fallen #1,4.17,39466
2001: A SPACE ODYSSEY,Arthur C. Clarke,Space Odyssey #1,4.17,314177
SHRILL: NOTES FROM A LOUD WOMAN,Lindy West,,4.17,61562
THE SCORE,Elle Kennedy,Off-Campus #3,4.17,339544
INTERPRETER OF MALADIES,Jhumpa Lahiri,,4.17,193761
MAGICIAN: APPRENTICE,Raymond E. Feist,The Riftwar Saga #1,4.17,95823
HELL'S CORNER,David Baldacci,The Camel Club #5,4.17,40549
NEVERWHERE,Neil Gaiman,London Below #1,4.17,531304
FOUNDATION,Isaac Asimov,Foundation #1,4.17,540598
AN ASTRONAUT'S GUIDE TO LIFE ON EARTH,Chris Hadfield,,4.17,58976
"KING LEOPOLD'S GHOST: A STORY OF GREED, TERROR, AND HEROISM IN COLONIAL AFRICA",Adam Hochschild,,4.17,59710
THE WEDDING,Julie Garwood,Lairds' Fiancées #2,4.17,35796
BLINDNESS,José Saramago,,4.17,290836
THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Millennium #1,4.17,3189378
NEVER TOO FAR,Abbi Glines,Rosemary Beach #2; Too Far #2,4.17,121625
"ELON MUSK: TESLA, SPACEX, AND THE QUEST FOR A FANTASTIC FUTURE",Ashlee Vance,,4.17,392381
MY FAMILY AND OTHER ANIMALS,Gerald Durrell,Corfu Trilogy #1,4.17,55979
WAYSIDE SCHOOL IS FALLING DOWN,Louis Sachar,Wayside School #2,4.17,60163
BARNEY'S VERSION,Mordecai Richler,,4.17,12484
THE LONG WINTER,Laura Ingalls Wilder,Little House #6,4.17,87798
THE POPPY WAR,R.F. Kuang,The Poppy War #1,4.17,264300
ELEVEN ON TOP,Janet Evanovich,Stephanie Plum #11,4.17,110693
PALE FIRE,Vladimir Nabokov,,4.17,50932
MYSTIC RIVER,Dennis Lehane,,4.17,145393
WILD MAN,Kristen Ashley,Dream Man #2,4.17,44222
DROWNING,T.J. Newman,,4.17,37220
A GOOD MAN IS HARD TO FIND AND OTHER STORIES,Flannery O'Connor,,4.17,45933
THE DISCOVERY OF HEAVEN,Harry Mulisch,,4.17,15915
SIN CITY VOLUME 1: THE HARD GOODBYE,Frank Miller,,4.17,65421
THE ART OF HAPPINESS,Dalai Lama XIV,,4.17,117024
"ZERO TO ONE: NOTES ON STARTUPS, OR HOW TO BUILD THE FUTURE",Peter Thiel,,4.16,356132
ON DUBLIN STREET,Samantha Young,On Dublin Street #1,4.16,198737
BRAVE NEW WORLD / BRAVE NEW WORLD REVISITED,Aldous Huxley,,4.16,165367
THE BOOK OF THE DEAD,Douglas Preston,Pendergast #7; Diogenes #3,4.16,36860
THE DARKEST MINDS,Alexandra Bracken,The Darkest Minds #1,4.16,192385
SAM'S LETTERS TO JENNIFER,James Patterson,,4.16,92801
A DARKNESS MORE THAN NIGHT,Michael Connelly,Harry Bosch #7; Harry Bosch Universe #10,4.16,60328
THE WALK,Richard Paul Evans,The Walk #1,4.16,23849
THE SEVEN SPIRITUAL LAWS OF SUCCESS: A PRACTICAL GUIDE TO THE FULFILLMENT OF YOUR DREAMS,Deepak Chopra,,4.16,74961
RECURSION,Blake Crouch,,4.16,236474
MY LIFE IN FRANCE,Julia Child,,4.16,89854
THE REALITY BUG,D.J. MacHale,Pendragon #4,4.16,24152
"84, CHARING CROSS ROAD",Helene Hanff,,4.16,83703
THE DESIGN OF EVERYDAY THINGS,Donald A. Norman,,4.16,42811
CAT’S CRADLE,Kurt Vonnegut Jr.,,4.16,403787
CROSSING TO SAFETY,Wallace Stegner,,4.16,46496
RESTORE ME,Tahereh Mafi,Shatter Me #4,4.16,271253
"FINDING ME: A DECADE OF DARKNESS, A LIFE RECLAIMED - A MEMOIR OF THE CLEVELAND KIDNAPPINGS",Michelle Knight,,4.16,28028
THE TIME OF CONTEMPT,Andrzej Sapkowski,The Witcher #2,4.16,143370
CHARLIE AND THE CHOCOLATE FACTORY,Roald Dahl,Charlie Bucket #1,4.16,853123
UNTIL I DIE,Amy Plum,Revenants #2,4.16,28803
THE COMING OF CONAN THE CIMMERIAN,Robert E. Howard,Conan the Cimmerian #1,4.16,13729
CLEAN SWEEP,Ilona Andrews,Innkeeper Chronicles #1,4.16,55786
TWELVE SHARP,Janet Evanovich,Stephanie Plum #12,4.16,100426
WYRD SISTERS,Terry Pratchett,Discworld #6; Witches #2,4.16,118101
PAWN OF PROPHECY,David Eddings,The Belgariad #1,4.16,106108
HUNTERS OF THE DUSK,Darren Shan,Cirque Du Freak #7,4.16,28050
PRELUDE TO FOUNDATION,Isaac Asimov,,4.16,88056
WAR AND PEACE,Leo Tolstoy,,4.16,329005
BORN FREE: A LIONESS OF TWO WORLDS,Joy Adamson,Story of Elsa #1,4.16,33492
AMONG THE ENEMY,Margaret Peterson Haddix,Shadow Children #6,4.16,19518
THE FOUR LOVES,C.S. Lewis,,4.16,59130
DARKEST HOUR,Jenny Carroll,The Mediator #4,4.16,37578
NOT WITHOUT MY DAUGHTER,Betty Mahmoody,,4.16,34765
THE HIDDEN ORACLE,Rick Riordan,The Trials of Apollo #1,4.16,195036
THE WATER IS WIDE,Pat Conroy,,4.16,24728
RUIN,Rachel Van Dyken,Ruin #1,4.16,40559
STARS ABOVE,Marissa Meyer,The Lunar Chronicles #4.5,4.16,95286
WAR WITH THE NEWTS,Karel Čapek,,4.16,14471
"THE DIAMOND AGE: OR, A YOUNG LADY'S ILLUSTRATED PRIMER",Neal Stephenson,,4.16,90029
"BLOOD MERIDIAN, OR, THE EVENING REDNESS IN THE WEST",Cormac McCarthy,,4.16,165739
A GIRL OF THE LIMBERLOST,Gene Stratton-Porter,Limberlost #2,4.16,21335
CZAS POGARDY,Andrzej Sapkowski,Saga o Wiedźminie #2,4.16,143370
A FEAST FOR CROWS,George R.R. Martin,A Song of Ice and Fire #4,4.16,732526
NO COUNTRY FOR OLD MEN,Cormac McCarthy,,4.16,201173
THE COINCIDENCE OF CALLIE & KAYDEN,Jessica Sorensen,The Coincidence #1,4.16,116327
THE LAST SONG,Nicholas Sparks,,4.16,555080
THE LONGEST RIDE,Nicholas Sparks,,4.16,143022
MRS. PIGGLE-WIGGLE,Betty MacDonald,Mrs. Piggle Wiggle #1,4.16,54143
PATRIOT GAMES,Tom Clancy,Jack Ryan #1,4.16,206406
THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE: POWERFUL LESSONS IN PERSONAL CHANGE,Stephen R. Covey,,4.16,742355
AMADEUS,Peter Shaffer,,4.16,18433
NICK AND CHARLIE,Alice Oseman,,4.16,129972
ABSENT IN THE SPRING,Mary Westmacott,,4.16,14494
A LONG WAY GONE: MEMOIRS OF A BOY SOLDIER,Ishmael Beah,,4.16,187096
UNDER THE WHISPERING DOOR,T.J. Klune,,4.16,227085
THE GUARDIAN,Nicholas Sparks,,4.16,182998
GHOST IN THE SHELL,Masamune Shirow,Ghost in the Shell #1,4.16,12732
"MEMORIES, DREAMS, REFLECTIONS",C.G. Jung,,4.16,34304
THE OBSTACLE IS THE WAY: THE TIMELESS ART OF TURNING TRIALS INTO TRIUMPH,Ryan Holiday,,4.16,82537
UNSOULED,Will Wight,Cradle #1,4.16,43919
LA CATEDRAL DEL MAR,Ildefonso Falcones,La catedral del mar #1,4.16,55417
DEALING WITH DRAGONS,Patricia C. Wrede,Enchanted Forest Chronicles #1,4.16,90776
DARTH PLAGUEIS,James Luceno,,4.16,28355
SONG OF MYSELF,Walt Whitman,,4.16,14762
THE GREATEST SHOW ON EARTH: THE EVIDENCE FOR EVOLUTION,Richard Dawkins,,4.16,53888
CRANK,Ellen Hopkins,Crank #1,4.16,145879
THE CHEMISTRY OF DEATH,Simon Beckett,David Hunter #1,4.16,31171
THE ASHES & THE STAR-CURSED KING,Carissa Broadbent,Crowns of Nyaxia #2,4.16,173580
DAEMON,Daniel Suarez,Daemon #1,4.16,45867
THE ROAD TO SERFDOM,Friedrich A. Hayek,,4.16,23639
TRUE GRIT,Charles Portis,,4.16,59592
FROM THE MIXED-UP FILES OF MRS. BASIL E. FRANKWEILER,E.L. Konigsburg,,4.16,211009
SIMON VS. THE HOMO SAPIENS AGENDA,Becky Albertalli,Simonverse #1,4.16,435304
FORWARD THE FOUNDATION,Isaac Asimov,Foundation: Prequel #2,4.16,56394
OUT OF BOUNDS,Val McDermid,Inspector Karen Pirie #4,4.16,10577
THE WISDOM OF INSECURITY: A MESSAGE FOR AN AGE OF ANXIETY,Alan W. Watts,,4.16,24551
STEVE JOBS,Walter Isaacson,,4.16,1249400
KITCHEN CONFIDENTIAL: ADVENTURES IN THE CULINARY UNDERBELLY,Anthony Bourdain,,4.16,316639
LEGEND,Marie Lu,Legend #1,4.16,530148
THE COFFIN DANCER,Jeffery Deaver,Lincoln Rhyme #2,4.16,52195
ANNIE'S SONG,Catherine Anderson,,4.16,16930
AS YOU WISH: INCONCEIVABLE TALES FROM THE MAKING OF THE PRINCESS BRIDE,Cary Elwes,,4.16,68185
IT ENDS WITH US,Colleen Hoover,It Ends with Us #1,4.16,3361141
SPRING SNOW,Yukio Mishima,The Sea of Fertility #1,4.16,19182
TO THE NINES,Janet Evanovich,Stephanie Plum #9,4.16,120432
THE BOY IN THE STRIPED PAJAMAS,John Boyne,,4.16,833677
VAMPIRE MOUNTAIN,Darren Shan,Cirque Du Freak #4,4.16,34694
TERRIER,Tamora Pierce,Beka Cooper #1,4.16,68266
THE CIDER HOUSE RULES,John Irving,,4.16,185482
THE MOON IS A HARSH MISTRESS,Robert A. Heinlein,,4.16,130707
MRS. FRISBY AND THE RATS OF NIMH,Robert C. O'Brien,Rats of NIMH #1,4.16,178812
LISTEN TO ME,Tess Gerritsen,Rizzoli & Isles #13,4.16,16872
THE GRAVEYARD BOOK,Neil Gaiman,,4.16,539868
THE IRISH BOARDING HOUSE,Sandy Taylor,The Irish Boarding House #1,4.16,11774
IMMORTAL REIGN,Morgan Rhodes,Falling Kingdoms #6,4.16,13080
NINETEEN MINUTES,Jodi Picoult,,4.16,371581
A REAPER AT THE GATES,Sabaa Tahir,An Ember in the Ashes #3,4.16,93909
LEGENDARY,Stephanie Garber,Caraval #2,4.16,259780
THE STARS DON'T LIE,Boo Walker,,4.16,10613
THE DEMON KING,Cinda Williams Chima,Seven Realms #1,4.16,76904
YOU'D BE HOME NOW,Kathleen Glasgow,,4.16,50379
THE LOST MAN,Jane Harper,,4.16,98901
BATMAN: DARK VICTORY,Jeph Loeb,,4.16,32955
EINSTEIN: HIS LIFE AND UNIVERSE,Walter Isaacson,,4.16,186045
RAKKETY TAM,Brian Jacques,Redwall #17,4.16,10891
HARVEST,Tess Gerritsen,,4.16,24781
MARTIN THE WARRIOR,Brian Jacques,Redwall #6,4.16,43294
BROWN GIRL DREAMING,Jacqueline Woodson,,4.16,87641
